sub_domain,topic_area,question,level,hints,model_prompt,row_id,,,
Retail Banking,ATM Network Optimization,What pricing strategy should we use for savings accounts to balance customer acquisition costs with deposit funding needs?,3,"Include competitor_rates, funding_costs, customer_elasticity, account_profitability, and regulatory_constraints.","You are a deposit pricing analyst. Given market data (competitor_rates, market_benchmarks, funding_gap, customer_segments) and product performance (account_type, balance_average, account_count, profit_per_account, churn_rate), generate a pricing recommendation table with columns: product_tier, recommended_rate, expected_flows, profitability_impact, and competitive_position. Do NOT invent numeric values; list missing fields if required.",RET_0174,,,
Retail Banking,Customer Onboarding,How do we identify customers at high risk of delinquency before they miss payments on consumer loans?,4,"Reference payment_patterns, balance_trends, income_changes, external_triggers, and early_intervention strategies.","You are a collections strategy manager. Given customer account data (account_id, payment_history_6m, balance_utilization, income_verified, contact_success_rate, promise_to_pay_kept, delinquency_stage), produce an early intervention prioritization list in table format with columns: account_id, delinquency_probability (0-100), intervention_strategy, contact_priority, and expected_recovery_rate. Do NOT invent numeric values; list missing fields if required.",RET_0175,,,
Retail Banking,Payment Processing,What retention strategies should we deploy for high-value customers showing early signs of attrition?,3,"Include transaction_decline, product_usage, complaint_history, competitive_offers, and relationship_value.","You are a customer retention specialist. Given customer signals (customer_id, balance_trend, transaction_frequency_change, service_calls, competitor_inquiries, lifetime_value, tenure_years), generate a retention action plan with sections: Churn Risk Assessment (table), Root Cause Analysis, Retention Offers, and Success Metrics. Do NOT invent numeric values; list missing fields if required.",RET_0176,,,
Retail Banking,Loan Approval Process,How can we identify cross-selling opportunities for credit cards among our checking account customers?,2,"Consider spend_patterns, credit_capacity, product_gaps, propensity_scores, and campaign_response history.","You are a product marketing analyst. Given customer profile (customer_id, checking_balance_avg, debit_spend_monthly, credit_score_range, existing_products, age, income_estimated), produce a cross-sell opportunity ranking table with columns: customer_id, propensity_score (0-100), recommended_product, offer_details, and contact_channel. Do NOT invent numeric values; list missing fields if required.",RET_0177,,,
Retail Banking,Credit Scoring Models,What metrics should we track to evaluate branch performance and optimize our physical distribution network?,3,"Include transaction_volume, account_opening_rate, product_penetration, cost_to_serve, and customer_satisfaction.","You are a branch network analyst. Given branch data (branch_id, location_type, transaction_count, new_accounts, product_sales, staff_count, operating_cost, customer_survey_score, foot_traffic), create a performance scorecard in table format with columns: branch_id, efficiency_score, growth_score, profitability_score, overall_rating (1-5 stars), and improvement_priorities. Do NOT invent numeric values; list missing fields if required.",RET_0178,,,
Retail Banking,Customer Segmentation,How do we assess borrower capacity and willingness to repay when underwriting residential mortgage applications?,4,"Reference income_verification, employment_stability, credit_history, property_valuation, and debt_service coverage.","You are a mortgage underwriter. Given application details (applicant_id, income_documented, employment_type, credit_score, property_value, loan_amount, existing_debt, assets_liquid), produce an underwriting decision matrix with columns: applicant_id, DTI_ratio, LTV_ratio, risk_grade, approval_recommendation, and required_conditions. Do NOT invent numeric values; list missing fields if required.",RET_0179,,,
Retail Banking,Digital Banking Security,What risk factors should trigger declined applications or require additional documentation for personal loan requests?,3,"Consider credit_score_threshold, income_adequacy, identity_verification, fraud_indicators, and policy_exceptions.","You are a lending policy manager. Given risk assessment criteria (criterion_name, threshold_value, risk_weight, override_authority, exception_frequency), create a decisioning rules framework with sections: Auto-Decline Rules (table), Referral Triggers, Documentation Requirements, and Exception Handling Process. Do NOT invent numeric values; list missing fields if required.",RET_0180,,,
Retail Banking,Account Opening Automation,How can we optimize the loan approval workflow to reduce processing time while maintaining credit quality standards?,3,"Include application_data, credit_score, debt_to_income, employment_status, and approval_criteria fields.","You are a retail banking analyst. Given loan application data (applicant_id, credit_score, annual_income, debt_obligations, loan_amount, loan_purpose, employment_years), produce an approval recommendation table with columns: applicant_id, approval_status, risk_rating (A-E), interest_rate_tier, and decision_rationale. Do NOT invent numeric values; list missing fields if required.",RET_0181,,,
Retail Banking,Deposit Product Optimization,What variables should we include in our credit scoring model to improve default prediction accuracy for unsecured personal loans?,4,"Consider payment_history, utilization_ratio, credit_age, income_stability, and alternative_data sources.","You are a credit modeling specialist. Given customer attributes (customer_id, payment_history_months, current_utilization, trade_lines_count, income_source, address_stability, inquiry_count), generate a model specification document in Markdown format with sections: Variable Selection, Predictive Power Analysis (table), Model Architecture, and Validation Approach. Do NOT invent numeric values; list missing fields if required.",RET_0182,,,
Retail Banking,Delinquency Management,How do we segment our retail customer base to deliver personalized product offerings and improve engagement rates?,3,"Include demographic_data, product_holdings, transaction_patterns, channel_preferences, and profitability_metrics.","You are a customer analytics manager. Given customer data (customer_id, age_group, income_bracket, product_count, monthly_transactions, digital_adoption, relationship_tenure, profit_contribution), produce a segmentation analysis with sections: Segment Definitions (table), Behavioral Characteristics, Product Affinities, and Targeting Strategies. Do NOT invent numeric values; list missing fields if required.",RET_0183,,,
Retail Banking,Customer Retention,What multi-factor authentication controls should we implement to secure mobile banking transactions against account takeover attacks?,4,"Reference authentication_methods, risk_scoring, device_binding, biometric_options, and user_experience impact.","You are a digital banking security architect. Given transaction context (transaction_type, amount, beneficiary_new, device_recognized, location_match, time_of_day, velocity_check), create a risk-based authentication framework in table format with columns: risk_level, authentication_requirements, fallback_options, and user_friction_score. Do NOT invent numeric values; list missing fields if required.",RET_0184,,,
Retail Banking,Cross-Selling Analytics,How can we streamline account opening for retail customers using digital identity verification and e-signature capabilities?,2,"Consider identity_documents, verification_methods, regulatory_requirements, fraud_checks, and completion_rates.","You are a digital transformation manager. Given process steps (step_name, current_duration, manual_touchpoints, error_rate, customer_dropoff, regulatory_checkpoints), produce an automation roadmap with sections: Process Map, Digitization Opportunities (table), Technology Requirements, and Expected Benefits. Do NOT invent numeric values; list missing fields if required.",RET_0185,,,
Retail Banking,Branch Performance,What pricing strategy should we use for savings accounts to balance customer acquisition costs with deposit funding needs?,3,"Include competitor_rates, funding_costs, customer_elasticity, account_profitability, and regulatory_constraints.","You are a deposit pricing analyst. Given market data (competitor_rates, market_benchmarks, funding_gap, customer_segments) and product performance (account_type, balance_average, account_count, profit_per_account, churn_rate), generate a pricing recommendation table with columns: product_tier, recommended_rate, expected_flows, profitability_impact, and competitive_position. Do NOT invent numeric values; list missing fields if required.",RET_0186,,,
Retail Banking,Mortgage Underwriting,How do we identify customers at high risk of delinquency before they miss payments on consumer loans?,4,"Reference payment_patterns, balance_trends, income_changes, external_triggers, and early_intervention strategies.","You are a collections strategy manager. Given customer account data (account_id, payment_history_6m, balance_utilization, income_verified, contact_success_rate, promise_to_pay_kept, delinquency_stage), produce an early intervention prioritization list in table format with columns: account_id, delinquency_probability (0-100), intervention_strategy, contact_priority, and expected_recovery_rate. Do NOT invent numeric values; list missing fields if required.",RET_0187,,,
Retail Banking,Personal Loan Risk,What retention strategies should we deploy for high-value customers showing early signs of attrition?,3,"Include transaction_decline, product_usage, complaint_history, competitive_offers, and relationship_value.","You are a customer retention specialist. Given customer signals (customer_id, balance_trend, transaction_frequency_change, service_calls, competitor_inquiries, lifetime_value, tenure_years), generate a retention action plan with sections: Churn Risk Assessment (table), Root Cause Analysis, Retention Offers, and Success Metrics. Do NOT invent numeric values; list missing fields if required.",RET_0188,,,
Retail Banking,Mobile Banking Features,How can we identify cross-selling opportunities for credit cards among our checking account customers?,2,"Consider spend_patterns, credit_capacity, product_gaps, propensity_scores, and campaign_response history.","You are a product marketing analyst. Given customer profile (customer_id, checking_balance_avg, debit_spend_monthly, credit_score_range, existing_products, age, income_estimated), produce a cross-sell opportunity ranking table with columns: customer_id, propensity_score (0-100), recommended_product, offer_details, and contact_channel. Do NOT invent numeric values; list missing fields if required.",RET_0189,,,
Retail Banking,ATM Network Optimization,What metrics should we track to evaluate branch performance and optimize our physical distribution network?,3,"Include transaction_volume, account_opening_rate, product_penetration, cost_to_serve, and customer_satisfaction.","You are a branch network analyst. Given branch data (branch_id, location_type, transaction_count, new_accounts, product_sales, staff_count, operating_cost, customer_survey_score, foot_traffic), create a performance scorecard in table format with columns: branch_id, efficiency_score, growth_score, profitability_score, overall_rating (1-5 stars), and improvement_priorities. Do NOT invent numeric values; list missing fields if required.",RET_0190,,,
Retail Banking,Customer Onboarding,How do we assess borrower capacity and willingness to repay when underwriting residential mortgage applications?,4,"Reference income_verification, employment_stability, credit_history, property_valuation, and debt_service coverage.","You are a mortgage underwriter. Given application details (applicant_id, income_documented, employment_type, credit_score, property_value, loan_amount, existing_debt, assets_liquid), produce an underwriting decision matrix with columns: applicant_id, DTI_ratio, LTV_ratio, risk_grade, approval_recommendation, and required_conditions. Do NOT invent numeric values; list missing fields if required.",RET_0191,,,
Retail Banking,Payment Processing,What risk factors should trigger declined applications or require additional documentation for personal loan requests?,3,"Consider credit_score_threshold, income_adequacy, identity_verification, fraud_indicators, and policy_exceptions.","You are a lending policy manager. Given risk assessment criteria (criterion_name, threshold_value, risk_weight, override_authority, exception_frequency), create a decisioning rules framework with sections: Auto-Decline Rules (table), Referral Triggers, Documentation Requirements, and Exception Handling Process. Do NOT invent numeric values; list missing fields if required.",RET_0192,,,
Retail Banking,Loan Approval Process,How can we optimize the loan approval workflow to reduce processing time while maintaining credit quality standards?,3,"Include application_data, credit_score, debt_to_income, employment_status, and approval_criteria fields.","You are a retail banking analyst. Given loan application data (applicant_id, credit_score, annual_income, debt_obligations, loan_amount, loan_purpose, employment_years), produce an approval recommendation table with columns: applicant_id, approval_status, risk_rating (A-E), interest_rate_tier, and decision_rationale. Do NOT invent numeric values; list missing fields if required.",RET_0193,,,
Retail Banking,Credit Scoring Models,What variables should we include in our credit scoring model to improve default prediction accuracy for unsecured personal loans?,4,"Consider payment_history, utilization_ratio, credit_age, income_stability, and alternative_data sources.","You are a credit modeling specialist. Given customer attributes (customer_id, payment_history_months, current_utilization, trade_lines_count, income_source, address_stability, inquiry_count), generate a model specification document in Markdown format with sections: Variable Selection, Predictive Power Analysis (table), Model Architecture, and Validation Approach. Do NOT invent numeric values; list missing fields if required.",RET_0194,,,
Retail Banking,Customer Segmentation,How do we segment our retail customer base to deliver personalized product offerings and improve engagement rates?,3,"Include demographic_data, product_holdings, transaction_patterns, channel_preferences, and profitability_metrics.","You are a customer analytics manager. Given customer data (customer_id, age_group, income_bracket, product_count, monthly_transactions, digital_adoption, relationship_tenure, profit_contribution), produce a segmentation analysis with sections: Segment Definitions (table), Behavioral Characteristics, Product Affinities, and Targeting Strategies. Do NOT invent numeric values; list missing fields if required.",RET_0195,,,
Retail Banking,Digital Banking Security,What multi-factor authentication controls should we implement to secure mobile banking transactions against account takeover attacks?,4,"Reference authentication_methods, risk_scoring, device_binding, biometric_options, and user_experience impact.","You are a digital banking security architect. Given transaction context (transaction_type, amount, beneficiary_new, device_recognized, location_match, time_of_day, velocity_check), create a risk-based authentication framework in table format with columns: risk_level, authentication_requirements, fallback_options, and user_friction_score. Do NOT invent numeric values; list missing fields if required.",RET_0196,,,
Retail Banking,Account Opening Automation,How can we streamline account opening for retail customers using digital identity verification and e-signature capabilities?,2,"Consider identity_documents, verification_methods, regulatory_requirements, fraud_checks, and completion_rates.","You are a digital transformation manager. Given process steps (step_name, current_duration, manual_touchpoints, error_rate, customer_dropoff, regulatory_checkpoints), produce an automation roadmap with sections: Process Map, Digitization Opportunities (table), Technology Requirements, and Expected Benefits. Do NOT invent numeric values; list missing fields if required.",RET_0197,,,
Retail Banking,Deposit Product Optimization,What pricing strategy should we use for savings accounts to balance customer acquisition costs with deposit funding needs?,3,"Include competitor_rates, funding_costs, customer_elasticity, account_profitability, and regulatory_constraints.","You are a deposit pricing analyst. Given market data (competitor_rates, market_benchmarks, funding_gap, customer_segments) and product performance (account_type, balance_average, account_count, profit_per_account, churn_rate), generate a pricing recommendation table with columns: product_tier, recommended_rate, expected_flows, profitability_impact, and competitive_position. Do NOT invent numeric values; list missing fields if required.",RET_0198,,,
Retail Banking,Delinquency Management,How do we identify customers at high risk of delinquency before they miss payments on consumer loans?,4,"Reference payment_patterns, balance_trends, income_changes, external_triggers, and early_intervention strategies.","You are a collections strategy manager. Given customer account data (account_id, payment_history_6m, balance_utilization, income_verified, contact_success_rate, promise_to_pay_kept, delinquency_stage), produce an early intervention prioritization list in table format with columns: account_id, delinquency_probability (0-100), intervention_strategy, contact_priority, and expected_recovery_rate. Do NOT invent numeric values; list missing fields if required.",RET_0199,,,
Retail Banking,Customer Retention,What retention strategies should we deploy for high-value customers showing early signs of attrition?,3,"Include transaction_decline, product_usage, complaint_history, competitive_offers, and relationship_value.","You are a customer retention specialist. Given customer signals (customer_id, balance_trend, transaction_frequency_change, service_calls, competitor_inquiries, lifetime_value, tenure_years), generate a retention action plan with sections: Churn Risk Assessment (table), Root Cause Analysis, Retention Offers, and Success Metrics. Do NOT invent numeric values; list missing fields if required.",RET_0200,,,
"Corporate Finance","Financial Planning & Analysis","How can we improve our quarterly revenue forecasting model to better account for market seasonality and recent sales trends?",4,"Incorporate leading economic indicators, marketing spend, and historical seasonality index.","As a financial analyst, you are tasked with improving the quarterly revenue forecast. Given historical sales data (sales_qtr, marketing_spend, seasonality_index, gdp_growth_rate), produce a summary report in Markdown with a section for 'Revised Forecast' including a table with columns: Quarter, Forecasted_Revenue, and Confidence_Interval. Do NOT invent numeric values; list missing fields if required.","CORP_0001"
"Corporate Finance","Capital Budgeting","What is the most effective way to evaluate the financial viability of a new multi-million dollar manufacturing plant project?",5,"Use NPV, IRR, and payback period. Also consider sensitivity analysis for key assumptions like production volume and pricing.","You are a corporate finance manager. For a proposed manufacturing plant project with data (initial_investment, expected_cash_flows, discount_rate, project_lifespan), generate a 'Capital Budgeting Analysis' report in JSON format. The report must include: npv_result, irr_result, payback_period_years, and a sensitivity_analysis section for a +/- 10% change in revenue. Do NOT invent numeric values; list missing fields if required.","CORP_0002"
"Corporate Finance","Working Capital Management","How can we optimize our inventory levels to reduce carrying costs without risking stockouts and lost sales?",3,"Analyze inventory turnover ratio, days sales of inventory, and supplier lead times.","You are a supply chain finance analyst. Given inventory data (sku, average_daily_demand, supplier_lead_time_days, carrying_cost_per_unit, stockout_cost_per_unit), produce a 'Working Capital Optimization' table in Markdown. The table should have columns: SKU, Recommended_Reorder_Point, and Estimated_Annual_Savings. Do NOT invent numeric values; list missing fields if required.","CORP_0003"
"Corporate Finance","Mergers & Acquisitions (M&A) Analysis","How do we assess the potential synergies of acquiring a smaller competitor in the same industry?",4,"Evaluate cost synergies (e.g., economies of scale) and revenue synergies (e.g., cross-selling opportunities).","You are an M&A analyst. Given target company financials (target_revenue, target_cogs, target_opex) and acquiring company data (acquirer_revenue, acquirer_opex), create a 'Synergy Analysis' summary. The output should be a bulleted list detailing potential cost and revenue synergies with estimated value ranges. Do NOT invent numeric values; list missing fields if required.","CORP_0004"
"Corporate Finance","Valuation","What is the enterprise value of our company using a discounted cash flow (DCF) model with a 5-year forecast horizon?",5,"Project free cash flows, determine a terminal value using the perpetuity growth method, and discount back to the present.","You are a valuation expert. Given financial projections (free_cash_flow_forecast, wacc, terminal_growth_rate), calculate the Enterprise Value. Present the output as a JSON object with the following keys: 'dcf_valuation_summary', with nested keys for 'present_value_of_fcf', 'present_value_of_terminal_value', and 'enterprise_value'. Do NOT invent numeric values; list missing fields if required.","CORP_0005"
"Corporate Finance","Cost-Benefit Analysis","Should we invest in a new CRM system? What are the expected costs and benefits over the next three years?",2,"Consider implementation costs, subscription fees, and training costs vs. benefits like increased sales and improved customer retention.","You are a business analyst. For a proposed CRM system investment with data (implementation_cost, annual_license_fee, expected_annual_revenue_increase, expected_customer_churn_reduction), create a 'Cost-Benefit Analysis' table in Markdown for a 3-year period with columns: Year, Total_Costs, Total_Benefits, and Net_Benefit. Do NOT invent numeric values; list missing fields if required.","CORP_0006"
"Corporate Finance","Dividend Policy","What is the optimal dividend payout ratio for our company that balances returning value to shareholders and retaining earnings for growth?",4,"Analyze our cash flow stability, investment opportunities, and shareholder expectations.","You are a corporate treasurer. Given company data (net_income, free_cash_flow, investment_pipeline_value, shareholder_payout_preference_survey), recommend an optimal dividend payout ratio. The output should be a 'Dividend Policy Recommendation' in a bulleted list, including the recommended payout_ratio and a justification. Do NOT invent numeric values; list missing fields if required.","CORP_0007"
"Corporate Finance","Capital Structure Optimization","How can we determine the optimal mix of debt and equity financing to minimize our weighted average cost of capital (WACC)?",5,"Analyze the costs of debt and equity at different leverage ratios, considering tax shields and financial distress costs.","You are a corporate finance strategist. Given market data (risk_free_rate, market_risk_premium, corporate_tax_rate) and company data (beta, pre-tax_cost_of_debt, equity_market_value, debt_market_value), calculate the current WACC and simulate the WACC at different debt-to-equity ratios. Output a Markdown table with columns: Debt_to_Equity_Ratio, Cost_of_Equity, After_Tax_Cost_of_Debt, and WACC. Do NOT invent numeric values; list missing fields if required.","CORP_0008"
"Corporate Finance","Financial Risk Management","What is the most effective way to hedge against currency risk for our international sales denominated in Euros?",3,"Consider forward contracts, options, and currency swaps.","You are a risk manager. Given our company's exposure (euro_receivables_amount, expected_receipt_date) and market data (eur_usd_spot_rate, forward_rates, option_premiums), produce a 'Currency Hedging Strategy' comparison table in Markdown. The table should compare 'Forward Contract', 'Options', and 'No Hedge' scenarios with columns: Hedging_Tool, Guaranteed_USD_Amount, and Potential_Upside. Do NOT invent numeric values; list missing fields if required.","CORP_0009"
"Corporate Finance","Performance Benchmarking","How does our company's profitability and operational efficiency compare to our top three industry competitors?",3,"Use metrics like ROE, net profit margin, and asset turnover ratio for comparison.","You are a competitive intelligence analyst. Given our company's financial statements and those of three competitors (competitor_A, competitor_B, competitor_C), generate a 'Competitive Benchmarking' report in JSON format. The JSON should have a main key 'benchmarking_results' with an array of objects, where each object represents a company and contains 'company_name', 'return_on_equity', 'net_profit_margin', and 'asset_turnover'. Do NOT invent numeric values; list missing fields if required.","CORP_0010"
"Corporate Finance","Investor Relations","How can we create a more effective quarterly earnings presentation for our investors and analysts?",2,"Focus on key financial highlights, strategic achievements, and a clear outlook for the next quarter.","You are an investor relations specialist. Given the latest quarterly results (revenue, net_income, eps, key_achievements, next_quarter_outlook), create a 'Quarterly Earnings Presentation Outline' in Markdown. The outline should have sections for: 'Financial Highlights', 'Strategic Progress', 'Segment Performance', and 'Forward-Looking Guidance'. Do NOT invent numeric values; list missing fields if required.","CORP_0011"
"Corporate Finance","Treasury Operations","What is the best strategy for investing our company's short-term cash reserves to maximize yield while preserving capital?",4,"Evaluate money market funds, commercial paper, and short-term government bonds.","You are a treasury manager. Given our short-term cash balance (cash_amount) and investment criteria (investment_horizon_days, risk_tolerance_level), recommend a 'Short-Term Investment Strategy'. The output should be a JSON object with a 'recommendation' key, containing an array of investment vehicles with 'instrument_name', 'allocation_percentage', and 'expected_yield'. Do NOT invent numeric values; list missing fields if required.","CORP_0012"
"Corporate Finance","Financial Planning & Analysis","How can we create a rolling forecast that automatically updates based on real-time sales data from our ERP system?",4,"Define data integration points with the ERP, set up automated data feeds, and build a dynamic forecasting model.","You are an FP&A analyst. Given real-time sales data from the ERP (product_id, sales_volume, sales_date), create a 'Rolling Revenue Forecast' in a Markdown table. The table should show the next four quarters with columns: 'Quarter', 'Original_Forecast', 'Updated_Forecast', and 'Variance'. Do NOT invent numeric values; list missing fields if required.","CORP_0013"
"Corporate Finance","Capital Budgeting","How do we incorporate qualitative factors, such as environmental impact and brand reputation, into our capital budgeting decisions?",4,"Use a weighted scoring model to rank projects based on both financial and non-financial criteria.","You are a corporate strategy manager. For a list of proposed projects with data (project_name, npv, environmental_score, brand_impact_score), create a 'Project Prioritization Matrix' in Markdown. The matrix should have columns: 'Project_Name', 'NPV', 'Qualitative_Score', and 'Overall_Rank'. Do NOT invent numeric values; list missing fields if required.","CORP_0014"
"Corporate Finance","Working Capital Management","What are the most effective strategies for managing our accounts payable to optimize cash flow without damaging supplier relationships?",3,"Negotiate longer payment terms with key suppliers and implement a dynamic discounting program for early payments.","You are a payables manager. Given a list of suppliers and their invoices (supplier_name, invoice_amount, due_date, standard_payment_terms), create a 'Payment Optimization Schedule' in a Markdown table. The table should have columns: 'Supplier_Name', 'Invoice_Amount', 'Recommended_Payment_Date', and 'Action' (e.g., 'Pay on Term', 'Offer Dynamic Discount'). Do NOT invent numeric values; list missing fields if required.","CORP_0015"
"Corporate Finance","Mergers & Acquisitions (M&A) Analysis","How do we conduct due diligence on a target company's intellectual property portfolio to assess its value and potential risks?",5,"Engage legal experts to review patents, trademarks, and copyrights for validity, ownership, and any infringement claims.","You are an M&A due diligence lead. For a target company with an IP portfolio (patent_id, trademark_name, copyright_title, licensing_agreements), create an 'IP Due Diligence Report Outline' in Markdown. The outline should have sections for 'Patent Portfolio Analysis', 'Trademark Review', 'Copyright Assessment', and 'Key Risks and Mitigants'. Do NOT invent numeric values; list missing fields if required.","CORP_0016"
"Corporate Finance","Valuation","How do we value a minority stake in a private company for a potential investor, considering lack of control and marketability discounts?",5,"Use a DCF valuation for the entire company and then apply discounts for lack of control (DLOC) and lack of marketability (DLOM).","You are a private equity analyst. Given a private company's valuation (enterprise_value) and the size of the minority stake (ownership_percentage), calculate the value of the minority stake. The output should be a JSON object with keys: 'enterprise_value', 'minority_stake_percentage', 'dloc_percentage', 'dlom_percentage', and 'fair_market_value_of_minority_stake'. Do NOT invent numeric values; list missing fields if required.","CORP_0017"
"Corporate Finance","Cost-Benefit Analysis","What is the financial impact of implementing a new employee wellness program, considering both direct costs and indirect benefits like reduced absenteeism?",3,"Estimate program costs and quantify benefits such as lower healthcare costs and improved productivity.","You are an HR finance business partner. For a proposed employee wellness program with data (program_cost_per_employee, expected_reduction_in_sick_days, estimated_productivity_increase), create a 'Wellness Program ROI Analysis' in a Markdown table. The table should have columns: 'Metric', 'Annual_Impact_USD', and 'Three-Year_Total_Impact'. Do NOT invent numeric values; list missing fields if required.","CORP_0018"
"Corporate Finance","Dividend Policy","How should our dividend policy change in response to a significant, one-time cash windfall from an asset sale?",4,"Consider a special one-time dividend or a share buyback program in addition to the regular dividend.","You are a CFO. Given a one-time cash event (asset_sale_proceeds) and the current dividend policy (regular_dividend_per_share), recommend a 'Capital Return Strategy'. The output should be a Markdown document comparing a 'Special Dividend' scenario and a 'Share Buyback' scenario, with a final recommendation. Do NOT invent numeric values; list missing fields if required.","CORP_0019"
"Corporate Finance","Capital Structure Optimization","How does our company's credit rating impact our cost of capital, and what steps can we take to achieve a target credit rating?",4,"Analyze the relationship between credit ratings and interest rate spreads, and identify key financial metrics that drive our rating.","You are a treasury director. Given your company's current financial metrics (leverage_ratio, interest_coverage_ratio, profitability_margin) and rating agency criteria, create a 'Credit Rating Improvement Plan'. The output should be a Markdown table with columns: 'Financial_Metric', 'Current_Value', 'Target_for_Upgrade', and 'Action_to_Improve'. Do NOT invent numeric values; list missing fields if required.","CORP_0020"
"Corporate Finance","Financial Risk Management","How can we use value at risk (VaR) to measure and manage the market risk of our investment portfolio?",5,"Calculate the VaR of the portfolio at a 99% confidence level over a 10-day holding period using historical simulation.","You are a portfolio risk manager. Given a portfolio of investments with historical price data (asset_id, daily_returns), calculate the portfolio's Value at Risk (VaR). The output should be a JSON object with keys: 'portfolio_value', 'confidence_level', 'holding_period_days', and 'value_at_risk_amount'. Do NOT invent numeric values; list missing fields if required.","CORP_0021"
"Corporate Finance","Performance Benchmarking","How can we benchmark our company's R&D spending and innovation pipeline against our technology industry peers?",4,"Analyze R&D expense as a percentage of revenue, patent filings, and new product introductions for a peer group.","You are a strategy analyst. Given your company's R&D data (rd_expense, patents_filed, new_products_launched) and similar data for a peer group, create an 'Innovation Benchmarking Dashboard' in Markdown. The dashboard should have tables comparing your company to the peer average for 'R&D Investment', 'Patent Activity', and 'New Product Vitality'. Do NOT invent numeric values; list missing fields if required.","CORP_0022"
"Corporate Finance","Investor Relations","What are the most effective ways to communicate our company's long-term growth strategy to institutional investors?",3,"Develop a clear and consistent narrative, supported by key performance indicators (KPIs) and management's track record.","You are the head of investor relations. Given your company's long-term strategic plan (strategic_pillars, growth_initiatives, 5_year_financial_targets), create an 'Institutional Investor Communication Plan'. The output should be a Markdown outline with sections for 'Key Messages', 'Targeted Investor Outreach', and 'Metrics for Success'. Do NOT invent numeric values; list missing fields if required.","CORP_0023"
"Corporate Finance","Treasury Operations","How can we centralize our global cash management to improve visibility and control over our cash positions?",4,"Implement a global cash pooling structure, such as notional pooling or physical cash concentration.","You are a global treasury manager. For a company with multiple international subsidiaries (subsidiary_name, country, currency, average_cash_balance), propose a 'Global Cash Pooling Structure'. The output should be a Markdown document comparing 'Notional Pooling' and 'Physical Cash Concentration' for the company, with a final recommendation. Do NOT invent numeric values; list missing fields if required.","CORP_0024"
"Corporate Finance","Financial Planning & Analysis","How can we improve the accuracy of our expense forecasting by incorporating departmental budget submissions and historical spending patterns?",3,"Integrate budget data from each department, analyze historical variance, and use a driver-based forecasting model.","You are a senior FP&A analyst. Given departmental budget submissions (department_name, budget_category, submitted_amount) and historical spending data, create an 'Integrated Expense Forecast' report in Markdown. The report should include a table with columns: 'Department', 'Budget_Category', 'Submitted_Budget', 'Forecasted_Expense', and 'Variance_Analysis'. Do NOT invent numeric values; list missing fields if required.","CORP_0025"
"Corporate Finance","Capital Budgeting","How do we evaluate the risk of a large capital project and incorporate it into our decision-making process?",5,"Use sensitivity analysis, scenario analysis, and Monte Carlo simulation to model the impact of key uncertainties on project outcomes.","You are a project finance analyst. For a capital project with uncertain variables (e.g., commodity_price_forecast, construction_cost_estimate), perform a 'Monte Carlo Simulation for Project NPV'. The output should be a JSON object with keys: 'project_name', 'npv_distribution' (an array of simulated NPVs), 'mean_npv', and 'probability_of_negative_npv'. Do NOT invent numeric values; list missing fields if required.","CORP_0026"
"Corporate Finance","Working Capital Management","What are the best practices for managing accounts receivable to reduce bad debt expense and improve cash flow?",4,"Implement a robust credit policy, proactively monitor aging receivables, and establish a clear collections process.","You are a credit and collections manager. Given an accounts receivable aging report (customer_name, invoice_amount, days_past_due), create a 'Collections Prioritization List' in a Markdown table. The table should have columns: 'Customer_Name', 'Amount_Owed', 'Days_Past_Due', and 'Recommended_Action' (e.g., 'Send Reminder', 'Initiate Collections Call'). Do NOT invent numeric values; list missing fields if required.","CORP_0027"
"Corporate Finance","Mergers & Acquisitions (M&A) Analysis","How do we model the potential impact of an acquisition on our company's balance sheet, including the creation of goodwill?",5,"Create a pro-forma balance sheet by combining the acquirer and target balance sheets, adjusting for the purchase price allocation.","You are a corporate development analyst. Given the acquirer and target balance sheets and purchase price allocation details (purchase_price, fair_value_of_assets, fair_value_of_liabilities), generate a 'Pro-Forma Balance Sheet Summary'. The output should be a Markdown table showing the combined assets, liabilities, and equity, with a specific line item for 'Goodwill'. Do NOT invent numeric values; list missing fields if required.","CORP_0028"
"Corporate Finance","Valuation","How do we use precedent transaction analysis to value a company, and what are the key challenges in finding comparable transactions?",4,"Identify recently acquired companies in the same industry and of similar size, and analyze the valuation multiples paid (e.g., EV/EBITDA).","You are an investment banking analyst. Given a list of precedent transactions (target_name, transaction_date, transaction_value, target_ebitda), calculate the relevant valuation multiples. The output should be a Markdown table with columns: 'Target_Name', 'Transaction_Value', 'Target_EBITDA', and 'EV_EBITDA_Multiple'. Do NOT invent numeric values; list missing fields if required.","CORP_0029"
"Corporate Finance","Cost-Benefit Analysis","What is the net present value (NPV) of investing in a new software system that is expected to generate cost savings over the next five years?",3,"Estimate the annual cost savings, subtract the software costs, and discount the net cash flows to their present value.","You are a financial analyst. For a software investment with data (initial_cost, annual_maintenance_fee, expected_annual_cost_savings, discount_rate), calculate the 'Net Present Value (NPV)' of the investment over a 5-year period. The output should be a JSON object with keys: 'investment_name', 'npv_amount', and a 'recommendation' (Invest/Do Not Invest). Do NOT invent numeric values; list missing fields if required.","CORP_0030"
